Control.1	Control.2	Control.3	Colistin.1	Colistin.2	Colistin.3
EAV54_15935	17	22	19	35	30	39
EAV54_15940	3194	2960	3624	2817	3314	3393
EAV54_15945	3369	2682	3159	3168	3807	3638
EAV54_15950	835	675	910	889	1078	983
EAV54_15955	1404	1192	1382	51555	57151	51629
EAV54_15960	746	577	670	20483	25683	23092
EAV54_15965	722	545	609	18810	23403	20651
EAV54_15970	1383	1230	1425	674	683	707
EAV54_15975	2551	2332	2723	1536	1659	1757
EAV54_15980	748	553	808	539	431	561
EAV54_15985	1778	1414	1712	1328	1449	1573
EAV54_15990	5345	4263	4932	5505	6089	6477
EAV54_15995	2541	2120	2826	2988	2872	3183
EAV54_16000	1349	1074	1282	1418	1454	1623
EAV54_16005	138	126	142	259	238	339
EAV54_16010	424	483	770	936	915	1083
EAV54_16015	173	151	191	610	618	641
EAV54_16020	119	92	99	388	424	497
EAV54_16025	129	95	132	620	585	625
EAV54_16030	161	158	165	703	848	842
EAV54_16035	99	64	72	567	550	562
EAV54_16040	311	249	311	1565	1679	1629
EAV54_16045	549	480	508	8290	9621	8937
EAV54_16050	196	193	159	3590	4397	4012
EAV54_16055	90	95	103	2016	2025	2239
EAV54_16060	109	171	177	510	654	666
EAV54_16065	105	66	106	344	428	439
EAV54_16070	87	74	98	427	479	544
EAV54_16075	193	199	223	1444	1518	1580
EAV54_16080	37	22	51	441	476	524
EAV54_16085	15	10	29	964	964	929
EAV54_16090	110	169	248	1453	1254	1230
EAV54_16095	249	187	233	2209	2273	2433
EAV54_16100	85	94	82	114	147	179
EAV54_16105	1885	1634	1997	1771	2226	2047
EAV54_16110	2693	2164	2571	2807	3182	3441
EAV54_16115	1484	1288	1670	1272	1460	1672
EAV54_16120	2926	2396	2949	2541	3207	3183
EAV54_16125	1812	1301	1517	1409	1820	1933
EAV54_16130	2974	2332	2898	2269	2534	2494
EAV54_16135	2591	2077	2640	1876	1883	2050
EAV54_16140	5106	4170	5093	3902	4658	4288
EAV54_16145	3669	3319	3414	3630	4120	4581
EAV54_16150	355	304	374	242	220	258
EAV54_16155	718	605	665	333	411	361
EAV54_16160	344	313	370	347	386	406
EAV54_16165	4802	3981	4908	14444	16063	15381
EAV54_16170	510	444	622	416	505	557
EAV54_16175	250	257	331	359	370	426
EAV54_16180	702	693	763	624	771	725
EAV54_16185	2675	2192	2776	1631	2282	2233
EAV54_16190	2046	1785	2217	2244	2688	2811
EAV54_16195	1237	1046	1600	2223	2314	2343
EAV54_16200	1070	814	1069	1328	1493	1744
EAV54_16205	465	343	377	614	626	688
EAV54_16210	5562	4110	5011	5991	7056	7587
EAV54_16215	3639	2657	3542	3373	3814	3587
EAV54_16220	4680	3280	4710	5301	6025	5709
EAV54_16225	8854	8481	10144	7930	9354	9241
EAV54_16230	245	221	341	274	255	321
EAV54_16235	694	623	839	634	671	652
EAV54_16240	3508	2612	3062	4312	4900	4858
EAV54_16245	4173	3413	4348	4242	4189	4873
EAV54_16250	2745	2244	2982	3934	4112	4286
EAV54_16255	99	109	123	95	68	46
EAV54_16260	165	154	170	169	141	136
EAV54_16265	7495	5757	7887	8662	9508	9343
EAV54_16270	635	461	535	620	696	764
EAV54_16275	4893	4375	4920	2550	3568	3553
EAV54_16280	4394	4243	4924	2943	3682	3738
EAV54_16285	738	705	1035	730	783	837
EAV54_16290	191	163	225	184	166	228
EAV54_16295	8	6	3	16	15	10
EAV54_16300	20	23	20	49	34	25
EAV54_16305	59	63	68	97	114	95
EAV54_16310	218	182	213	289	310	328
EAV54_16315	177	117	158	196	209	214
EAV54_16320	137	138	176	120	140	152
EAV54_16325	399	319	366	465	587	540
EAV54_16330	428	357	491	368	342	432
EAV54_16335	218	163	206	205	169	208
EAV54_16340	6812	5605	6627	5156	6857	6722
EAV54_16345	2146	1536	1834	1508	1974	2170
EAV54_16350	2463	2241	3056	2529	2685	2683
EAV54_16355	16798	15309	19489	18953	18332	19749
EAV54_16360	443	362	420	180	148	237
EAV54_16365	2697	2627	2643	560	693	768
EAV54_16370	1613	1630	1662	383	469	464
EAV54_16375	567	493	582	498	540	551
EAV54_16380	560	554	623	537	591	642
EAV54_16385	5486	4298	5315	3603	4347	4067
EAV54_16390	26729	23472	28175	23995	25919	29895
EAV54_16395	132	119	156	106	92	76
EAV54_16400	1849	1597	1959	2234	2885	2629
EAV54_16405	3698	2810	3448	4690	4508	4805
EAV54_16410	5359	5127	6165	5170	5488	5490
EAV54_16415	86	86	92	103	89	99
EAV54_16420	136	124	119	152	160	161
EAV54_16425	1312	1133	1444	1416	1592	1546
EAV54_16430	784	524	609	769	1003	932
EAV54_16435	127	115	139	127	127	131
EAV54_16440	6382	5119	6104	5474	6387	6346
EAV54_16445	1070	857	864	710	892	938
EAV54_16450	181	141	132	89	145	147
EAV54_16455	274	284	266	295	337	381
EAV54_16460	688	631	815	568	582	573
EAV54_16465	1439	1368	1666	1301	1536	1452
EAV54_16470	985	914	1040	790	868	806
EAV54_16475	587	551	674	482	517	594
EAV54_16480	1179	1043	1280	1184	1386	1324
EAV54_16485	3038	2443	3095	2200	2291	2505
EAV54_16490	1623	1720	2028	1246	1362	1239
EAV54_16495	1652	1372	1389	1218	1515	1574
EAV54_16500	263	319	381	273	259	257
EAV54_16505	160	149	205	138	150	132
EAV54_16510	1781	1546	1842	1306	1709	1492
EAV54_16515	1359	1284	1621	1315	1589	1422
EAV54_16520	1842	1549	1672	1730	2007	1910
EAV54_16525	186	103	113	136	127	133
EAV54_16530	397	314	478	268	256	228
EAV54_16535	75	58	52	29	43	42
EAV54_16540	1472	1279	1540	1086	1208	1216
EAV54_16545	2026	1731	2170	1341	1572	1732
EAV54_16550	288	158	286	153	197	212
EAV54_16555	487	376	518	265	335	356
EAV54_16560	180	159	195	104	79	110
EAV54_16565	718	585	791	566	640	624
EAV54_16570	507	427	566	369	385	448
EAV54_16575	651	528	572	511	538	546
EAV54_16580	2343	2068	2135	1847	2087	2031
EAV54_16585	3214	2852	3524	5963	7049	6664
EAV54_16590	1032	848	944	779	943	886
EAV54_16595	1009	1023	1443	842	887	863
EAV54_16600	554	665	840	513	531	525
EAV54_16605	321	264	406	274	284	295
EAV54_16610	116	92	133	74	84	86
EAV54_16615	268	187	260	238	288	246
EAV54_16620	623	551	616	528	605	574
EAV54_16625	3116	2720	3361	2690	3343	3442
EAV54_16630	10417	9070	10514	9370	11988	11569
EAV54_16635	856	736	926	2501	2606	3171
EAV54_16640	28	11	17	17	12	27
EAV54_16645	0	0	1	0	0	0
EAV54_16650	64	58	73	47	80	73
EAV54_16655	174	149	197	170	180	183
EAV54_16660	1234	986	1430	1098	1140	1256
EAV54_16665	190	119	122	40	51	48
EAV54_16670	1427	1256	1499	626	798	859
EAV54_16675	5715	3004	4182	865	1024	836
EAV54_16680	5086	2621	3826	765	1000	805
EAV54_16685	2784	2567	3321	3589	3934	3819
EAV54_16690	76	44	49	120	114	135
EAV54_16695	457	360	429	329	351	428
EAV54_16700	212	168	183	196	186	168
EAV54_16705	685	554	730	635	707	758
EAV54_16710	155	137	169	142	188	180
EAV54_16715	127	109	139	131	136	181
EAV54_16720	192	143	139	146	143	163
EAV54_16725	517	335	402	383	512	432
EAV54_16730	415	350	448	252	365	374
EAV54_16735	139	134	171	110	133	156
EAV54_16740	990	769	804	507	627	656
EAV54_16745	760	709	759	772	985	1071
EAV54_16750	4026	3714	4187	6314	7445	7944
EAV54_16755	0	0	0	0	0	0
EAV54_16760	96	68	107	91	102	91
EAV54_16765	1098	968	1054	923	1054	980
EAV54_16770	1726	1366	1441	1991	2435	2306
EAV54_16775	624	464	563	1377	1386	1396
EAV54_16780	396	247	347	663	586	620
EAV54_16785	417	360	519	280	285	322
EAV54_16790	580	494	646	398	431	480
EAV54_16795	711	623	841	617	723	725
EAV54_16800	865	788	854	650	778	834
EAV54_16805	3208	2622	3061	3895	4349	4246
EAV54_16810	149	129	203	154	134	124
EAV54_16815	4140	3651	4707	3792	4329	3827
EAV54_16820	1238	970	859	1153	1384	1125
EAV54_16825	987	896	994	854	968	1001
EAV54_16830	5337	4201	5564	4451	5146	5363
EAV54_16835	4164	3181	3811	2478	2527	2839
EAV54_16840	191	199	204	482	600	617
EAV54_16845	570	446	617	494	538	624
EAV54_16850	1672	1662	1745	1440	1898	1908
EAV54_16855	1517	1488	1771	1201	1522	1551
EAV54_16860	6791	6163	7648	3063	3211	3080
EAV54_16865	776	597	729	688	778	702
EAV54_16870	257	187	235	520	525	643
EAV54_16875	2239	1959	2373	2634	3205	2929
EAV54_16880	2369	1861	2329	2760	3248	3159
EAV54_16885	2614	2461	2553	2986	3552	3569
EAV54_16890	158	155	185	110	148	147
EAV54_16895	1299	1010	1265	853	955	1020
EAV54_16900	1173	1039	1335	882	1073	1142
EAV54_16905	2333	2211	2775	1827	1971	1883
EAV54_16910	4659	3970	4749	2863	3425	3621
EAV54_16915	887	716	873	511	604	733
EAV54_16920	2057	1824	2193	1356	1711	1889
EAV54_16925	618	528	653	384	470	482
EAV54_16930	40	36	20	25	47	29
EAV54_16935	596	532	596	406	536	559
EAV54_16940	137	80	84	117	132	165
EAV54_16945	8954	7451	8337	8380	10454	11056
EAV54_16950	9609	8927	11283	9670	11072	11412
EAV54_16955	1816	1445	1675	1708	1872	2107
EAV54_16960	15	23	18	7	18	14
EAV54_16965	320	215	228	214	229	295
EAV54_16970	17	23	11	32	18	23
EAV54_16975	468	395	487	468	631	555
EAV54_16980	1316	871	1162	1247	1417	1444
EAV54_16985	196	160	193	133	164	172
EAV54_16990	104	61	101	64	77	107
EAV54_16995	134	167	156	146	158	161
EAV54_17000	599	676	713	498	624	623
EAV54_17005	439	338	421	412	406	428
EAV54_17010	717	444	602	412	529	632
EAV54_17015	573	490	597	388	371	500
EAV54_17020	646	542	824	503	544	588
EAV54_17025	1331	1115	1377	960	1115	1057
EAV54_17030	2172	1897	2366	2585	2394	2862
EAV54_17035	316	218	299	320	305	360
EAV54_17040	142	118	141	141	119	165
EAV54_17045	7	3	0	6	5	9
EAV54_17050	93	84	106	128	113	125
EAV54_17055	634	582	758	374	445	439
EAV54_17060	200	246	282	173	186	203
EAV54_17065	183	214	218	111	158	163
EAV54_17070	1049	940	1166	1427	1530	1677
EAV54_17075	265	221	229	708	721	823
EAV54_17080	2186	1706	2327	3409	3575	3623
EAV54_17085	1475	1437	1942	1558	1582	1497
EAV54_17090	912	906	1141	784	949	913
EAV54_17095	286	275	294	230	283	299
EAV54_17100	11468	10088	11258	15244	19294	19473
EAV54_17105	2598	2173	2257	3202	3802	3836
EAV54_17110	0	0	0	3	0	1
EAV54_17115	276	180	240	184	182	185
EAV54_17120	200	209	247	139	76	124
EAV54_17125	4584	4544	4405	1994	2196	1803
EAV54_17130	109	80	164	132	133	167
EAV54_17135	326	345	484	217	268	217
EAV54_17140	1297	1100	1405	1384	1507	1558
EAV54_17145	4052	3655	5378	2036	2151	1983
EAV54_17150	55	55	54	80	83	54
EAV54_17155	7513	6504	8247	12538	13216	12793
EAV54_17160	8279	7451	9448	9349	8657	8832
EAV54_17165	78713	73194	98028	64547	57707	68280
EAV54_17170	568	467	461	516	575	576
EAV54_17175	471	420	580	1058	1099	1150
EAV54_17180	435	330	499	480	447	492
EAV54_17185	53	51	33	356	344	334
EAV54_17190	331	326	322	9690	9819	9549
EAV54_17195	19478	16597	18071	16400	20462	22263
EAV54_17200	25958	21389	24674	22949	26646	27824
EAV54_17205	3557	2862	3422	3392	3807	4613
EAV54_17210	37570	38066	48667	45127	54491	57625
EAV54_17215	6187	4722	5298	5489	6866	7979
EAV54_17220	17912	17114	21322	19847	25249	25926
EAV54_17225	2272	1796	1938	2013	2100	2204
EAV54_17230	990	703	800	716	849	993
EAV54_17235	13	14	2	10	10	14
EAV54_17240	6564	6941	8242	8582	10092	10789
EAV54_17245	42	16	17	31	32	38
EAV54_17250	212	128	127	172	156	165
EAV54_17255	201	100	133	163	132	151
EAV54_17260	472	324	307	285	339	375
EAV54_17265	1579	1474	1840	1235	1539	1496
EAV54_17270	287	255	316	243	259	214
EAV54_17275	1869	1682	2057	1513	1745	1791
EAV54_17280	1436	1362	1643	1558	1955	1859
EAV54_17285	476	412	430	417	523	584
EAV54_17290	227	149	269	216	188	253
EAV54_17295	1991	1678	2119	2350	1990	1964
EAV54_17300	208	176	231	242	257	250
EAV54_17305	671	590	752	710	787	810
EAV54_17310	1123	967	1264	1245	1167	1297
EAV54_17315	94	109	102	90	119	131
EAV54_17320	627	573	636	660	820	776
EAV54_17325	718	632	753	1351	1516	1594
EAV54_17330	235	227	258	260	228	276
EAV54_17335	1215	1131	1384	984	1191	1261
EAV54_17340	239	220	277	243	255	285
EAV54_17345	271	239	323	420	494	419
EAV54_17350	551	439	521	452	479	448
EAV54_17355	89	61	57	76	70	77
EAV54_17360	63	63	66	73	68	83
EAV54_17365	753	889	1058	772	781	792
EAV54_17370	1920	1813	2019	2492	3156	2616
EAV54_17375	537	492	518	327	403	382
EAV54_17380	681	691	866	607	644	565
EAV54_17385	5323	4834	5653	3967	4355	4263
EAV54_17390	1377	1065	1023	1115	1313	1329
EAV54_17395	635	552	649	668	880	809
EAV54_17400	552	488	589	498	606	526
EAV54_17405	34	45	28	20	12	17
EAV54_17410	1270	1242	1270	377	472	451
EAV54_17415	214	193	169	69	74	85
EAV54_17420	128	116	156	111	139	112
EAV54_17425	2008	1696	2047	2265	2490	2506
EAV54_17430	1866	1648	1968	1449	1796	1769
EAV54_17435	2749	2713	3102	2563	3209	3282
EAV54_17440	10262	8859	10405	6768	8430	7965
EAV54_17445	3633	3047	3657	2854	3260	3706
EAV54_17450	373	344	451	433	543	526
EAV54_17455	231	156	242	212	256	204
EAV54_17460	802	696	805	652	787	853
EAV54_17465	2437	2032	2331	2246	2640	2763
EAV54_17470	1128	948	1012	1014	1355	1277
EAV54_17475	1967	1907	2242	1859	2197	2010
EAV54_17480	2592	2318	2879	1836	2200	2288
EAV54_17485	343	294	340	258	233	308
EAV54_17490	1497	1039	1423	1071	1071	1118
EAV54_17495	284	284	305	238	223	231
EAV54_17500	1380	1222	1605	1560	1769	1837
EAV54_17505	2642	2355	2823	2769	3421	3563
EAV54_17510	1001	835	862	800	910	1023
EAV54_17515	508	375	489	371	435	394
EAV54_17520	332	233	233	207	319	316
EAV54_17525	2217	2472	3108	2111	2318	2472
EAV54_17530	1258	1167	1931	1195	678	972
EAV54_17535	287	261	265	173	217	222
EAV54_17540	28	9	25	20	20	10
EAV54_17545	5	6	4	5	10	2
EAV54_17550	6	3	1	4	4	1
EAV54_17555	1	1	2	2	4	1
EAV54_17560	7	9	11	15	5	3
EAV54_17565	16	9	25	16	18	16
EAV54_17570	19	24	22	17	8	11
EAV54_17575	19	10	13	7	8	7
EAV54_17580	68	56	80	47	36	43
EAV54_17585	0	1	1	0	0	0
EAV54_17590	0	0	0	0	0	0
EAV54_17595	13	5	10	4	4	4
EAV54_17600	13	17	16	41	29	25
EAV54_17605	116	131	143	104	145	146
EAV54_17610	68	45	43	58	46	59
EAV54_17615	100	81	106	75	74	91
EAV54_17620	95	84	113	96	81	79
EAV54_17625	966	799	806	774	865	942
EAV54_17630	5776	5609	7258	6090	6523	6622
EAV54_17635	174	179	190	177	199	180
EAV54_17640	129	92	125	137	154	97
EAV54_17645	4409	4011	5043	4819	5512	5783
EAV54_17650	3000	2730	3226	2880	3182	3037
EAV54_17655	536	570	622	575	649	678
EAV54_17660	105	118	97	134	102	148
EAV54_17665	219	171	221	182	201	203
EAV54_17670	2594	2195	2421	1451	1674	1999
EAV54_17675	702	584	726	5443	5637	5625
EAV54_17680	1292	1136	1173	1278	1476	1582
EAV54_17685	558	464	603	506	557	615
EAV54_17690	452	579	667	507	611	550
EAV54_17695	880	647	785	678	744	709
EAV54_17700	1815	1621	1979	1009	955	952
EAV54_17705	1431	1173	1268	1028	1358	1332
EAV54_17710	113	72	85	106	94	77
EAV54_17715	13	11	19	14	11	24
EAV54_17720	61	61	65	57	54	66
EAV54_17725	84	66	66	101	91	77
EAV54_17730	369	301	367	417	387	380
EAV54_17735	2240	2545	3159	1643	1722	1816
EAV54_17740	79	46	79	76	57	69
EAV54_17745	1	0	0	0	0	0
EAV54_17750	46	25	36	35	53	19
EAV54_17755	0	0	0	0	1	0
EAV54_17760	3	2	5	4	4	5
EAV54_17765	42	7	35	9	40	14
EAV54_17770	63	52	47	48	42	33
EAV54_17775	485	349	507	223	206	280
EAV54_17780	47	48	51	49	46	23
EAV54_17785	633	597	711	508	748	638
EAV54_17790	1841	1548	1516	940	1112	1159
EAV54_17795	3568	3406	4101	2825	3149	2991
EAV54_17800	261	248	233	199	240	227
EAV54_17805	90	78	94	51	74	71
EAV54_17810	366	260	304	303	349	350
EAV54_17815	382	352	383	364	389	446
EAV54_17820	282	198	275	221	249	224
EAV54_17825	151	105	138	113	114	153
EAV54_17830	160	174	229	198	163	136
EAV54_17835	4457	4461	5302	4759	5220	4659
EAV54_17840	548	415	517	11596	10858	11149
EAV54_17845	0	0	0	0	0	0
EAV54_17850	777	683	772	837	987	1036
EAV54_17855	4928	4961	5235	4085	5301	5727
EAV54_17860	6329	6334	7139	4894	6551	7068
EAV54_17865	11814	11451	12620	9203	12172	13016
EAV54_17870	3101	3284	3758	2421	3368	3454
EAV54_17875	1864	1714	2016	1381	1853	2058
EAV54_17880	464	406	551	349	382	458
EAV54_17885	3948	3432	3449	2870	3352	3713
EAV54_17890	277	234	243	204	243	258
EAV54_17895	479	423	483	461	609	532
EAV54_17900	1995	1830	2027	1826	1960	1985
EAV54_17905	1313	1073	1165	918	1094	1259
EAV54_17910	447	395	424	388	459	503
EAV54_17915	310	239	257	271	314	261
EAV54_17920	2112	2081	2509	1680	2009	1972
EAV54_17925	4455	3979	5522	5847	6219	6714
EAV54_17930	2453	2081	2428	1826	2151	2247
EAV54_17935	2074	1880	2382	1696	1985	1930
EAV54_17940	2633	2082	2430	2204	2251	2327
EAV54_17945	292	322	342	298	279	294
EAV54_17950	1127	1065	1366	1007	1114	1165
EAV54_17955	224	173	271	235	199	229
EAV54_17960	142	147	164	175	174	191
EAV54_17965	291	275	371	237	224	278
EAV54_17970	4603	3981	4498	3527	4288	4436
EAV54_17975	623	503	632	416	520	547
EAV54_17980	34	42	43	40	53	51
EAV54_17985	597	537	594	736	829	728
EAV54_17990	1649	1433	1708	1014	1109	1135
EAV54_17995	251	205	237	228	208	192
EAV54_18000	1441	1394	1676	1155	1236	1266
EAV54_18005	110	136	147	129	127	124
EAV54_18010	917	705	985	631	723	760
EAV54_18015	2	0	3	0	2	0
EAV54_18020	1	0	0	0	1	1
EAV54_18025	81	106	109	115	116	95
EAV54_18030	214	211	271	258	256	298
EAV54_18035	90	72	106	90	71	102
EAV54_18040	381	386	450	376	416	449
EAV54_18045	126	71	75	146	186	166
EAV54_18050	1	0	2	2	1	3
EAV54_18055	13	8	14	31	37	51
EAV54_18060	44	35	44	63	59	83
EAV54_18065	149	159	164	87	78	121
EAV54_18070	22	21	40	22	35	40
EAV54_18075	19	14	8	21	16	14
EAV54_18080	81	49	67	66	49	56
EAV54_18085	265	195	262	149	191	197
EAV54_18090	251	182	242	175	200	195
EAV54_18095	313	224	279	194	243	268
EAV54_18100	406	317	361	241	296	299
EAV54_18105	259	185	216	147	141	151
EAV54_18110	549	470	528	346	393	323
EAV54_18115	165	115	192	147	165	182
EAV54_18120	601	501	685	749	846	861
EAV54_18125	1025	555	843	1232	1452	1363
EAV54_18130	1524	1065	1833	1353	1501	1499
EAV54_18135	3135	2006	2832	2722	3375	3086
EAV54_18140	6496	4508	6466	6123	6899	6208
EAV54_18145	46	57	45	35	64	46
EAV54_18150	86	77	82	80	100	94
EAV54_18155	371	274	325	385	408	477
EAV54_18160	167	132	213	120	107	132
EAV54_18165	1601	1542	1879	1051	1146	1097
EAV54_18170	173	128	170	178	149	188
EAV54_18175	165	124	128	118	130	118
EAV54_18180	242	273	292	159	153	126
EAV54_18185	138	75	109	123	55	133
EAV54_18190	6	4	4	3	0	6
EAV54_18195	0	0	0	0	0	0
EAV54_18200	0	0	0	0	0	0
EAV54_18205	0	0	0	0	0	2
EAV54_18210	9650	8309	10366	6000	6791	6943
EAV54_18215	0	0	0	0	0	0
EAV54_18220	43	36	25	25	23	49
EAV54_18225	20	19	19	38	41	27
EAV54_18230	0	0	0	0	0	0
EAV54_18235	251	186	257	201	167	182
EAV54_18240	18	16	17	16	27	15
EAV54_18245	0	0	0	0	0	0
EAV54_18250	1513	1056	1241	4754	6323	5624
EAV54_18255	1353	1077	1332	5000	6367	5462
EAV54_18260	301	237	248	1324	1770	1375
EAV54_18265	377	231	309	1208	1427	1330
EAV54_18270	26	42	39	55	49	51
EAV54_18275	5183	4785	5922	5524	6417	6483
EAV54_18280	399	317	348	328	407	360
EAV54_18285	160	129	153	138	179	159
EAV54_18290	159	129	122	110	127	157
EAV54_18295	97	93	104	104	86	101
EAV54_18300	7750	6095	7478	4669	5210	5109
EAV54_18305	1569	1280	1632	1359	1641	1640
EAV54_18310	4327	4100	4820	3918	4384	4087
EAV54_18315	3943	3348	4389	3309	3399	3191
EAV54_18320	2770	2252	2890	2216	2381	2494
EAV54_18325	4306	3460	4695	2548	2533	2620
EAV54_18330	0	0	0	0	0	0
EAV54_18335	0	0	0	0	0	0
EAV54_18340	2	0	0	1	4	0
EAV54_18345	0	0	0	0	0	0
EAV54_18350	0	0	0	0	0	1
EAV54_18355	0	0	0	0	0	0
EAV54_18360	0	0	0	0	0	0
EAV54_18365	0	0	0	0	0	0
EAV54_18370	0	0	0	0	0	0
EAV54_18375	0	0	0	0	0	0
EAV54_18380	3827	3627	5275	3915	3612	3716
EAV54_18385	5453	4001	5338	7094	7649	7719
EAV54_18390	571	404	643	788	726	824
EAV54_18395	11932	11978	16650	16464	15540	16297
EAV54_18400	4481	4095	5331	5176	5206	5226
EAV54_18405	1124	854	1312	1278	1109	1248
EAV54_18410	574	483	618	807	941	857
EAV54_18415	777	589	787	606	601	780
EAV54_18420	717	597	735	3614	3987	4052
EAV54_18425	123	108	99	3149	3249	3226
EAV54_18430	91	75	63	71	77	89
EAV54_18435	686	596	667	489	628	632
EAV54_18440	619	660	532	377	356	511
EAV54_18445	3275	3094	2706	1662	2361	2364
EAV54_18450	642	550	649	493	511	620
EAV54_18455	2147	2017	2952	1795	1549	1685
EAV54_18460	4900	4791	5961	27317	25775	27037
EAV54_18465	2124	1765	1935	1768	2173	2061
EAV54_18470	1195	1015	1131	1080	1147	1148
EAV54_18475	7214	5829	6609	4404	5493	5155
EAV54_18480	1477	1037	1326	10440	10388	11724
EAV54_18485	132	73	67	48568	46615	46950
EAV54_18490	622	587	743	6518	7237	6921
EAV54_18495	2652	1321	2187	638	750	660
EAV54_18500	4617	2619	3557	928	1230	1045
EAV54_18505	8222	4639	6003	1980	2380	2101
EAV54_18510	2548	1504	2008	731	905	692
EAV54_18515	3763	2299	3046	909	1066	945
EAV54_18520	1244	1090	1593	703	717	738
EAV54_18525	335	296	434	266	288	327
EAV54_18530	101	106	113	93	99	79
EAV54_18535	1337	1112	1330	902	1001	1105
EAV54_18540	4988	4202	4879	3993	4940	5059
EAV54_18545	868	736	850	814	878	962
EAV54_18550	2531	2213	2947	3114	3093	3410
EAV54_18555	1938	1539	1932	1413	1444	1496
EAV54_18560	347	238	251	245	249	278
EAV54_18565	0	0	0	0	0	0
EAV54_18570	46	30	37	27	38	28
EAV54_18575	2	1	1	0	0	3
EAV54_18580	4	2	2	7	1	4
EAV54_18585	46	16	34	17	25	23
EAV54_18590	392	332	465	384	329	407
EAV54_18595	1061	913	1182	1229	1230	1263
EAV54_18600	2929	2793	3378	24536	23414	22089
EAV54_18605	951	690	784	2652	2498	2473
EAV54_18610	697	617	666	545	587	551
EAV54_18615	202	151	224	199	174	183
EAV54_18620	6817	5280	8029	9912	9272	9703
EAV54_18625	25038	19189	24387	36406	37595	38268
EAV54_18630	76	75	110	50	25	31
EAV54_18635	802	883	976	870	960	874
EAV54_18640	793	615	685	596	372	559
EAV54_18645	1785	1764	1966	4960	5637	5704
EAV54_18650	1552	1344	1559	1305	1704	1694
EAV54_18655	1351	1047	1253	1011	1059	1171
EAV54_18660	887	699	836	657	713	723
EAV54_18665	67	50	90	40	45	57
EAV54_18670	1491	1322	1484	1635	2037	2004
EAV54_18675	154	130	152	125	173	164
EAV54_18680	133	128	140	121	127	131
EAV54_18685	222	198	190	173	202	184
EAV54_18690	49	40	62	32	44	53
EAV54_18695	104	113	98	82	124	92
EAV54_18700	52	39	37	44	44	50
EAV54_18705	744	730	838	585	640	698
EAV54_18710	798	653	879	565	557	628
EAV54_18715	1116	856	1062	309	351	355
EAV54_18720	573	511	568	603	649	622
EAV54_18725	112	120	159	102	84	66
EAV54_18730	461	423	561	250	204	308
EAV54_18735	726	630	729	600	743	697
EAV54_18740	4695	3942	4005	4273	5408	5581
EAV54_18745	949	876	1015	1107	1275	1289
EAV54_18750	1416	1076	1325	1541	1791	1907
EAV54_18755	75	70	94	87	58	65
EAV54_18760	0	0	0	0	0	0
EAV54_18765	0	0	0	0	0	0
EAV54_18770	0	0	0	0	0	0
EAV54_18775	0	0	0	0	0	0
EAV54_18780	0	0	0	0	0	0
EAV54_18785	0	0	0	0	0	0
EAV54_18790	0	0	0	0	0	0
EAV54_18795	0	0	0	0	0	0
EAV54_18800	0	0	0	0	0	0
EAV54_18805	0	0	0	0	0	0
EAV54_18810	0	0	0	0	0	0
EAV54_18815	0	0	0	0	0	0
EAV54_18820	0	0	0	0	0	0
EAV54_18825	0	0	0	0	0	0
EAV54_18830	0	0	0	0	0	0
EAV54_18835	0	0	0	0	0	0
EAV54_18840	546	364	319	434	543	619
EAV54_18845	579	379	330	465	656	537
EAV54_18850	1901	1245	1011	1023	1154	1450
EAV54_18855	4804	3877	4882	4627	4553	4590
EAV54_18860	572	397	632	447	493	479
EAV54_18865	546	492	643	433	476	526
EAV54_18870	4461	4041	5183	3406	3776	3592
EAV54_18875	1421	1140	1671	1050	951	1093
EAV54_18880	370	287	494	273	223	287
EAV54_18885	545	481	713	377	403	429
EAV54_18890	114	159	187	82	87	83
EAV54_18895	770	842	1277	684	465	583
EAV54_18900	3140	2694	3927	2651	2245	2365
EAV54_18905	15828	11484	16866	11812	12180	13665
EAV54_18910	949	837	1165	797	839	897
EAV54_18915	979	910	1332	637	376	766
EAV54_18920	36	13	31	29	21	34
EAV54_18925	7	2	7	2	4	8
EAV54_18930	3	4	4	1	3	1
EAV54_18935	2	2	4	3	2	1
EAV54_18940	15	3	13	7	5	0
EAV54_18945	17	13	13	10	7	8
EAV54_18950	24	22	36	19	11	14
EAV54_18955	25	9	6	10	9	6
EAV54_18960	77	45	71	42	36	42
EAV54_18965	0	0	3	0	1	0
EAV54_18970	0	0	0	0	0	0
EAV54_18975	12	15	12	6	8	5
EAV54_18980	0	0	0	0	0	0
EAV54_18985	0	0	0	0	0	0
EAV54_18990	0	0	0	0	0	0
EAV54_18995	0	0	0	0	0	0
EAV54_19000	0	0	0	0	0	0
EAV54_19005	0	0	0	0	0	0
EAV54_19010	0	0	0	0	0	0
EAV54_19015	0	0	0	0	0	0
EAV54_19020	0	0	0	0	0	0
EAV54_19025	0	0	0	0	0	0
EAV54_19030	0	0	0	0	0	0
EAV54_19035	0	0	0	0	0	0
EAV54_19040	0	0	0	1	0	0
EAV54_19045	0	0	0	0	0	0
EAV54_19050	0	0	0	0	0	0
EAV54_19055	0	0	0	0	0	0
EAV54_19060	29	35	48	34	37	37
EAV54_19065	0	0	0	0	0	0
EAV54_19070	0	0	0	1	0	1
EAV54_19075	0	0	0	0	0	0
EAV54_19080	0	0	0	0	0	0
EAV54_19085	0	0	0	0	0	0
EAV54_19090	0	0	0	0	0	0
